flow_idx,flow_label,source,value,coverage,frequency,spatial,sigma,relative_sigma
118,sand_cast -> transportation_auto,USGS value 1,242.0,1.0,1.0,3.0,72.6,0.3
119,sand_cast -> transportation_other,USGS value 1,42.0,1.0,1.0,3.0,12.6,0.3
120,sand_cast -> machine_industry,USGS value 1,6.0,1.0,1.0,3.0,1.7999999999999998,0.3
121,sand_cast -> electrical_equipment,USGS value 1,8.0,1.0,1.0,3.0,2.4,0.3
122,sand_cast -> consumer_durables,USGS value 1,16.0,1.0,1.0,3.0,4.8,0.3
123,sand_cast -> other_end_uses,USGS value 1,15.0,1.0,1.0,3.0,4.5,0.3
124,permanent_semi_permanent_mold_cast -> transportation_auto,USGS value 1,483.0,1.0,1.0,3.0,144.9,0.3
125,permanent_semi_permanent_mold_cast -> transportation_other,USGS value 1,70.0,1.0,1.0,3.0,21.0,0.3
126,permanent_semi_permanent_mold_cast -> machine_industry,USGS value 1,18.0,1.0,1.0,3.0,5.3999999999999995,0.3
127,permanent_semi_permanent_mold_cast -> electrical_equipment,USGS value 1,24.0,1.0,1.0,3.0,7.199999999999999,0.3
128,permanent_semi_permanent_mold_cast -> consumer_durables,USGS value 1,48.0,1.0,1.0,3.0,14.399999999999999,0.3
129,permanent_semi_permanent_mold_cast -> other_end_uses,USGS value 1,34.0,1.0,1.0,3.0,10.2,0.3
130,other_cast -> other_end_uses,USGS value 1,84.0,1.0,1.0,3.0,25.2,0.3
131,import_mill_semifinished_products -> rolling,USGS value 1,1100.0,1.0,1.0,3.0,55.0,0.05
132,import_mill_semifinished_products -> extrusion,USGS value 1,0.0,1.0,1.0,3.0,0.3,300000000.0
133,import_mill_semifinished_products -> drawing,USGS value 1,229.5269584770069,1.0,1.0,3.0,11.476347923850346,0.05
134,import_mill_semifinished_products -> other_milling_processes,USGS value 1,0.0,1.0,1.0,3.0,0.3,300000000.0
135,import_mill_semifinished_products -> sheet_plate,USGS value 1,0.0,1.0,1.0,3.0,0.3,300000000.0
136,import_mill_semifinished_products -> foil,USGS value 1,205.0,1.0,1.0,3.0,10.25,0.05
137,import_mill_semifinished_products -> extruded_products,USGS value 1,0.0,1.0,1.0,3.0,0.3,300000000.0
138,import_mill_semifinished_products -> wire,USGS value 1,312.0,1.0,1.0,3.0,15.600000000000001,0.05
139,import_mill_semifinished_products -> forging_impacts,USGS value 1,0.0,1.0,1.0,3.0,0.3,300000000.0
140,import_mill_semifinished_products -> powerder_paste,USGS value 1,15.0,1.0,1.0,3.0,0.75,0.05
141,rolling -> scrap_rolling,USGS value 1,1600.0,1.0,1.0,3.0,480.0,0.3
142,rolling -> sheet_plate,USGS value 1,4512.0,1.0,1.0,3.0,1353.6,0.3
143,rolling -> foil,USGS value 1,631.0,1.0,1.0,3.0,189.29999999999998,0.3
144,rolling -> export_milling_semifinished_products,USGS value 1,1111.0,1.0,1.0,3.0,333.3,0.3
145,scrap_rolling -> forming_scrap_generated,USGS value 1,1600.0,1.0,1.0,3.0,480.0,0.3
146,extrusion -> scrap_extrusion,USGS value 1,738.0,1.0,1.0,3.0,221.4,0.3
147,extrusion -> extruded_products,USGS value 1,2444.0,1.0,1.0,3.0,733.1999999999999,0.3
148,extrusion -> export_milling_semifinished_products,USGS value 1,229.0,1.0,1.0,3.0,68.7,0.3
149,scrap_extrusion -> forming_scrap_generated,USGS value 1,738.0,1.0,1.0,3.0,221.4,0.3
150,drawing -> scrap_drawing,USGS value 1,118.0,1.0,1.0,3.0,35.4,0.3
151,drawing -> wire,USGS value 1,451.0,1.0,1.0,3.0,135.29999999999998,0.3
152,drawing -> export_milling_semifinished_products,USGS value 1,41.0,1.0,1.0,3.0,12.299999999999999,0.3
153,scrap_drawing -> forming_scrap_generated,USGS value 1,118.0,1.0,1.0,3.0,35.4,0.3
154,other_milling_processes -> scrap_other_milling_processes,USGS value 1,209.0,1.0,1.0,3.0,62.699999999999996,0.3
155,other_milling_processes -> forging_impacts,USGS value 1,200.0,1.0,1.0,3.0,60.0,0.3
156,other_milling_processes -> powerder_paste,USGS value 1,55.0,1.0,1.0,3.0,16.5,0.3
157,other_milling_processes -> export_milling_semifinished_products,USGS value 1,0.0,1.0,1.0,3.0,0.3,300000000.0
158,scrap_other_milling_processes -> forming_scrap_generated,USGS value 1,209.0,1.0,1.0,3.0,62.699999999999996,0.3
159,sheet_plate -> scrap_sheet_plate,USGS value 1,788.0,1.0,1.0,3.0,236.39999999999998,0.3
160,sheet_plate -> building_construction,USGS value 1,557.0,1.0,1.0,3.0,167.1,0.3
161,sheet_plate -> transportation_auto,USGS value 1,888.0,4.0,3.0,4.0,266.4,0.3
162,sheet_plate -> transportation_other,Other literature,662.0,1.0,1.0,3.0,198.6,0.3
162,sheet_plate -> transportation_other,USGS value 1,604.0,4.0,3.0,4.0,181.2,0.3
163,sheet_plate -> machine_industry,USGS value 1,287.0,4.0,3.0,4.0,86.1,0.3
164,sheet_plate -> electrical_equipment,USGS value 1,153.0,4.0,3.0,4.0,45.9,0.3
165,sheet_plate -> consumer_durables,USGS value 1,285.0,4.0,3.0,4.0,85.5,0.3
166,sheet_plate -> container_packages,USGS value 1,1706.0,4.0,3.0,4.0,511.79999999999995,0.3
167,sheet_plate -> other_end_uses,USGS value 1,33.0,4.0,3.0,4.0,9.9,0.3
168,scrap_sheet_plate -> fabrication_scrap_generated,USGS value 1,788.0,4.0,3.0,4.0,236.39999999999998,0.3
169,foil -> scrap_foil,USGS value 1,31.0,1.0,1.0,3.0,9.299999999999999,0.3
170,foil -> building_construction,USGS value 1,17.0,1.0,1.0,3.0,5.1,0.3
171,foil -> transportation_auto,USGS value 1,36.0,4.0,3.0,4.0,10.799999999999999,0.3
172,foil -> transportation_other,Other literature,27.0,1.0,1.0,3.0,8.1,0.3
172,foil -> transportation_other,USGS value 1,11.0,4.0,3.0,4.0,3.3,0.3
173,foil -> machine_industry,USGS value 1,3.0,4.0,3.0,4.0,0.8999999999999999,0.3
174,foil -> electrical_equipment,USGS value 1,5.0,4.0,3.0,4.0,1.5,0.3
175,foil -> consumer_durables,USGS value 1,137.0,4.0,3.0,4.0,41.1,0.3
176,foil -> container_packages,USGS value 1,423.0,4.0,3.0,4.0,126.89999999999999,0.3
177,foil -> other_end_uses,USGS value 1,1.0,4.0,3.0,4.0,0.3,0.3
178,scrap_foil -> fabrication_scrap_generated,USGS value 1,31.0,4.0,3.0,4.0,9.299999999999999,0.3
179,extruded_products -> scrap_extruded_products,USGS value 1,103.0,1.0,1.0,3.0,30.9,0.3
180,extruded_products -> building_construction,USGS value 1,915.0,4.0,3.0,4.0,274.5,0.3
181,extruded_products -> transportation_auto,USGS value 1,284.0,4.0,3.0,4.0,85.2,0.3
182,extruded_products -> transportation_other,Other literature,212.0,1.0,1.0,3.0,63.599999999999994,0.3
182,extruded_products -> transportation_other,USGS value 1,480.0,4.0,3.0,4.0,144.0,0.3
183,extruded_products -> machine_industry,USGS value 1,237.0,4.0,3.0,4.0,71.1,0.3
184,extruded_products -> electrical_equipment,USGS value 1,243.0,4.0,3.0,4.0,72.89999999999999,0.3
185,extruded_products -> consumer_durables,USGS value 1,247.0,4.0,3.0,4.0,74.1,0.3
186,extruded_products -> other_end_uses,USGS value 1,39.0,4.0,3.0,4.0,11.7,0.3
187,scrap_extruded_products -> fabrication_scrap_generated,USGS value 1,103.0,4.0,3.0,4.0,30.9,0.3
188,wire -> building_construction,USGS value 1,15.422128,1.0,1.0,3.0,4.6266384,0.3
189,wire -> transportation_other,USGS value 1,12.246984,4.0,3.0,4.0,3.6740951999999996,0.3
190,wire -> machine_industry,USGS value 1,8.618248,4.0,3.0,4.0,2.5854744,0.3
191,wire -> electrical_equipment,USGS value 1,407.325616,4.0,3.0,4.0,122.1976848,0.3
192,wire -> consumer_durables,USGS value 1,10.0,4.0,3.0,4.0,3.0,0.3
193,wire -> other_end_uses,USGS value 1,5.0,4.0,3.0,4.0,1.5,0.3
194,forging_impacts -> transportation_auto,USGS value 1,33.03446076315101,4.0,3.0,4.0,9.910338228945303,0.3
195,forging_impacts -> transportation_other,USGS value 1,93.06411523684899,4.0,3.0,4.0,27.919234571054698,0.3
196,forging_impacts -> machine_industry,USGS value 1,4.53592,4.0,3.0,4.0,1.360776,0.3
197,forging_impacts -> electrical_equipment,USGS value 1,0.453592,4.0,3.0,4.0,0.1360776,0.3
198,forging_impacts -> consumer_durables,USGS value 1,9.979023999999999,4.0,3.0,4.0,2.9937072,0.3
199,forging_impacts -> container_packages,USGS value 1,0.0,4.0,3.0,4.0,0.3,300000000.0
200,forging_impacts -> other_end_uses,USGS value 1,4.53592,4.0,3.0,4.0,1.360776,0.3
201,powerder_paste -> other_end_uses,USGS value 1,55.0,4.0,3.0,4.0,16.5,0.3
202,import_finished_consumption -> building_construction,USGS value 1,204.0,4.0,3.0,4.0,10.200000000000001,0.05
203,import_finished_consumption -> transportation_auto,USGS value 1,656.0,1.0,3.0,2.0,32.800000000000004,0.05000000000000001
204,import_finished_consumption -> transportation_other,USGS value 1,225.0,1.0,3.0,2.0,11.25,0.05
205,import_finished_consumption -> machine_industry,USGS value 1,241.0,1.0,3.0,2.0,12.05,0.05
206,import_finished_consumption -> electrical_equipment,USGS value 1,516.0,1.0,3.0,2.0,25.8,0.05
207,import_finished_consumption -> consumer_durables,USGS value 1,911.0,1.0,3.0,2.0,45.550000000000004,0.05
208,import_finished_consumption -> container_packages,USGS value 1,0.0,1.0,3.0,2.0,0.3,300000000.0
209,import_finished_consumption -> other_end_uses,USGS value 1,0.0,1.0,3.0,2.0,0.3,300000000.0
210,building_construction -> export_finished_consumption,USGS value 1,55.0,1.0,3.0,2.0,16.5,0.3
211,building_construction -> consumption_building_construction,USGS value 1,1674.51826026986,1.0,3.0,2.0,502.355478080958,0.3
212,transportation_auto -> export_finished_consumption,USGS value 1,802.0,1.0,1.0,3.0,240.6,0.3
213,transportation_auto -> consumption_transportation_auto,USGS value 1,2736.963739955534,1.0,3.0,2.0,821.0891219866602,0.3
214,transportation_other -> export_finished_consumption,USGS value 1,226.0,1.0,1.0,3.0,67.8,0.3
215,transportation_other -> consumption_transportation_other,USGS value 1,1464.779895135754,1.0,3.0,2.0,439.4339685407262,0.3
216,machine_industry -> export_finished_consumption,USGS value 1,133.0,1.0,1.0,3.0,39.9,0.3
217,machine_industry -> consumption_machine_industry,USGS value 1,1563.329674932784,1.0,3.0,2.0,468.9989024798352,0.3
218,electrical_equipment -> export_finished_consumption,USGS value 1,270.0,1.0,1.0,3.0,81.0,0.3
219,electrical_equipment -> consumption_electrical_equipment,USGS value 1,1160.774041485902,1.0,3.0,2.0,348.2322124457706,0.3
220,consumer_durables -> export_finished_consumption,USGS value 1,209.0,1.0,1.0,3.0,62.699999999999996,0.3
221,consumer_durables -> consumption_consumer_durables,USGS value 1,949.1801201058629,1.0,3.0,2.0,284.75403603175886,0.3
222,container_packages -> export_finished_consumption,USGS value 1,0.0,1.0,1.0,3.0,0.3,300000000.0
223,container_packages -> consumption_container_packages,USGS value 1,2129.160848,1.0,3.0,2.0,638.7482544,0.3
224,other_end_uses -> export_finished_consumption,USGS value 1,0.0,1.0,1.0,3.0,0.3,300000000.0
225,other_end_uses -> consumption_other_end_uses,USGS value 1,342.915552,1.0,3.0,2.0,102.8746656,0.3
226,eol_scrap_building_construction -> eol_scrap_generated,Other literature,795.0,1.0,1.0,1.0,238.5,0.3
226,eol_scrap_building_construction -> eol_scrap_generated,USGS value 1,207.0,1.0,1.0,3.0,62.099999999999994,0.3
227,eol_scrap_transportation_auto -> eol_scrap_generated,USGS value 1,1402.0,1.0,1.0,3.0,420.59999999999997,0.3
228,eol_scrap_transportation_other -> eol_scrap_generated,USGS value 1,441.0,1.0,1.0,3.0,132.29999999999998,0.3
229,eol_scrap_machine_industry -> eol_scrap_generated,USGS value 1,224.0,1.0,1.0,3.0,67.2,0.3
230,eol_scrap_electrical_equipment -> eol_scrap_generated,USGS value 1,287.0,1.0,1.0,3.0,86.1,0.3
231,eol_scrap_consumer_durables -> eol_scrap_generated,USGS value 1,754.0,1.0,1.0,3.0,226.2,0.3
232,eol_scrap_container_packages -> eol_scrap_generated,USGS value 1,1608.0,4.0,3.0,4.0,482.4,0.3
233,eol_scrap_other_end_uses -> eol_scrap_generated,USGS value 1,247.0,1.0,1.0,3.0,74.1,0.3
