flow_idx,from_node,to_node,from_node_name,to_node_name,value_1,value_2,value_3,value_4,year,map_estimate,posterior_mean,posterior_median,lower_bound,upper_bound
32,20,21,forming_scrap_generated,forming_scrap_recycled,2083.0,,,,2022,2745.2504678962805,2808.028204575673,2798.2056476242687,2387.7223793419994,3293.7800662476016
33,21,8,forming_scrap_recycled,remelting,,,,,2022,2749.4172884989935,2800.6245974398666,2790.7821082677237,2382.6920897187892,3285.783906170095
34,21,9,forming_scrap_recycled,refining,,,,,2022,0.5096010051825633,22.928114869952363,14.436166627428722,1.9966704120653043,93.73197153996091
35,22,96,fabrication_scrap_generated,loss_fabrication_scrap,,,,,2022,39.6143766993742,51.8089428400169,47.70739131977278,20.71601297796465,106.39194743246168
36,22,23,fabrication_scrap_generated,fabrication_scrap_recycled,,,,,2022,925.1773147226454,920.9042288228345,921.4527855995759,839.3088964373002,1006.1492307281407
37,23,8,fabrication_scrap_recycled,remelting,,,,,2022,925.3121052396692,917.9374812175005,918.0050951963476,837.9151722321928,1003.9951042313941
38,23,9,fabrication_scrap_recycled,refining,,,,,2022,0.47127157303459044,7.87815835503629,5.032773975976404,0.8051980888848899,29.71187593509759
39,24,42,wrought_aluminum_ingot,1xxx,,,,,2022,1451.468539635572,1443.1852397917598,1433.0457733528747,1066.1649141012392,1886.7393342737944
40,24,43,wrought_aluminum_ingot,2xxx,,,,,2022,153.69830504517407,170.6010022913241,167.17166984106652,108.35598923760291,254.5330273517219
41,24,44,wrought_aluminum_ingot,3xxx,,,,,2022,1744.8707396451873,1777.5039116450653,1767.2517168541408,1354.6517783841725,2278.169684349265
42,24,45,wrought_aluminum_ingot,4xxx,,,,,2022,81.4929457203106,89.68242337410953,86.76847270289184,52.82227264640485,145.64275724775203
43,24,46,wrought_aluminum_ingot,5xxx,,,,,2022,2244.9501912651676,2262.794722203014,2246.864233979677,1798.7891588953987,2786.322085225604
44,24,47,wrought_aluminum_ingot,6xxx,,,,,2022,2982.572524403288,2982.5071835505246,2969.8553534797493,2526.6318351689665,3500.2850313564322
45,24,48,wrought_aluminum_ingot,7xxx,,,,,2022,491.79968796569267,476.3254798362342,470.57334463022886,348.1854143352102,631.0498311440549
46,24,49,wrought_aluminum_ingot,8xxx,,,,,2022,78.88430630092846,91.53796089677894,88.65928000169632,53.415969743058454,144.84428394136975
47,25,26,cast_aluminum_ingot,36x,,,,,2022,142.04597630457198,143.91523033722368,143.57722702298733,121.5220705006695,168.7210200124779
48,25,27,cast_aluminum_ingot,38x,,,,,2022,1267.0217658469674,1265.505550388039,1263.6276977131142,1140.7970254919785,1395.544918691295
49,25,28,cast_aluminum_ingot,2xx,,,,,2022,5.781999643380857,5.854708319726013,5.842383010041207,5.051681102999071,6.722658964023552
50,25,29,cast_aluminum_ingot,3xx,,,,,2022,549.4372694420566,555.6600051879467,554.3541883549207,492.2125866466953,623.3503772273307
51,25,30,cast_aluminum_ingot,4xx,,,,,2022,7.857050382130718,7.946358186537642,7.927144688297718,6.900933995360995,9.091607132682807
52,25,31,cast_aluminum_ingot,5xx,,,,,2022,44.649757447643935,45.19470132763925,45.09588329594928,39.15434351894762,51.96593443077131
53,25,32,cast_aluminum_ingot,7xx,,,,,2022,7.994463657483022,8.098595348621084,8.08225997180114,7.007923869173009,9.289102356222067
54,25,33,cast_aluminum_ingot,other,,,,,2022,278.90297332906135,280.96528241915655,280.4930487471023,247.99229340076917,315.9659765737875
55,26,34,36x,die_cast,,,,,2022,142.05978487093176,144.17382905110458,143.65083880158843,121.78254627999017,168.6474153354692
56,27,34,38x,die_cast,,,,,2022,1267.9314742931488,1268.8002482580844,1267.533452236822,1145.2850142952805,1398.9324416086422
57,28,36,2xx,sand_cast,,,,,2022,1.9302607314369684,1.9747777405525193,1.96883423379548,1.530529895390468,2.4749419737547695
58,29,36,3xx,sand_cast,,,,,2022,185.3042206965174,189.7755376999566,188.97471777125858,150.56515648394915,233.05326809461653
59,30,36,4xx,sand_cast,,,,,2022,2.618759674582334,2.6724411883999544,2.6592611779156776,2.080127053034323,3.3564035459390644
60,31,36,5xx,sand_cast,,,,,2022,14.908620416158065,15.247876085440284,15.191226318031232,11.886014587580402,19.16694466241302
61,32,36,7xx,sand_cast,,,,,2022,2.6639649091309727,2.722381961194698,2.711722637005377,2.1214777103795193,3.4464622973484764
62,33,36,other,sand_cast,,,,,2022,84.80429113482252,86.40738700355111,85.71141539259133,67.66490519211833,108.95099798496898
63,28,38,2xx,permanent_semi_permanent_mold_cast,,,,,2022,3.8517683964158373,3.887388807678132,3.8750340027289676,3.2458851467018133,4.587788288433822
64,29,38,3xx,permanent_semi_permanent_mold_cast,,,,,2022,364.3616361080287,367.07119166756223,365.5978072468668,314.37862386479276,426.08018265561964
65,30,38,4xx,permanent_semi_permanent_mold_cast,,,,,2022,5.2383433492977245,5.28649923544686,5.273966849343595,4.4262032114418455,6.22151223044001
66,31,38,5xx,permanent_semi_permanent_mold_cast,,,,,2022,29.742787713913433,30.006048771148805,29.943411961806746,25.144232722870807,35.41686328083461
67,32,38,7xx,permanent_semi_permanent_mold_cast,,,,,2022,5.33055294471281,5.387367830495685,5.3668342198831205,4.540287218183551,6.35318780932397
68,33,38,other,permanent_semi_permanent_mold_cast,,,,,2022,168.8339061274581,168.8946286711304,168.84570775229432,141.94054151049227,197.45592725212416
69,33,40,other,other_cast,,,,,2022,25.322291568696535,26.177352753600527,25.86673460594178,18.317025137964624,35.83744412842231
70,25,97,cast_aluminum_ingot,export_cast_aluminum_ingot,300.0,,,,2022,288.20530702599865,289.35710513737126,288.45618240518183,240.5536682733111,344.6915826992879
71,24,109,wrought_aluminum_ingot,export_wrought_aluminum_ingot,,,,,2022,118.54961156064694,160.94836747262028,145.56108934774295,57.215017681186275,355.0926446023591
72,34,35,die_cast,scrap_cast,,,,,2022,503.86165561187227,499.9207826435291,494.29719202563604,364.33980463418976,663.1649585551372
73,35,34,scrap_cast,die_cast,,,,,2022,503.9297294345246,509.17948379855557,503.4877247925806,374.73682226239504,678.0153933740513
74,36,37,sand_cast,scrap_sand_cast,,,,,2022,186.43375230772273,186.34300429229842,184.27171110424297,132.03168380336365,250.74367768998073
75,37,36,scrap_sand_cast,sand_cast,,,,,2022,186.46086612767004,190.07348563877693,187.6695098740673,136.59013255627008,258.5615622626159
76,38,39,permanent_semi_permanent_mold_cast,scrap_semi_permanent_mold_cast,,,,,2022,191.2736189818174,193.05089964068335,189.82097779657113,131.3569969282695,273.2894700711687
77,39,38,scrap_semi_permanent_mold_cast,permanent_semi_permanent_mold_cast,,,,,2022,191.28569032297597,198.34139689418117,194.1519030342282,136.75736714373545,281.4965255261918
78,40,41,other_cast,scrap_other_cast,,,,,2022,16.561466541937484,18.764739821954223,18.271946601408068,11.072937816953896,28.89045424203122
79,41,40,scrap_other_cast,other_cast,,,,,2022,16.56186562161685,18.98743777985606,18.325895765002862,11.37391504184376,29.801212479076035
80,34,98,die_cast,export_cast_semifinished_products,,,,,2022,17.186966468622494,29.063607270662928,24.41821977583735,7.661939530365113,75.73264552404368
81,42,51,1xxx,rolling,,,,,2022,1006.5613055195253,985.5516055987523,974.3603230782408,680.4572875801578,1353.1770100803528
82,42,53,1xxx,extrusion,,,,,2022,278.84182695318856,299.02364473271973,286.425728231109,151.26890582731133,514.2560289464025
83,42,55,1xxx,drawing,,,,,2022,113.72378517655966,116.16243999957251,108.00080477516366,46.168983581781,236.59463572543967
84,42,57,1xxx,other_milling_processes,,,,,2022,53.87182681334166,57.08028138331872,50.10623621430092,16.848155730188218,137.1700306246403
85,43,51,2xxx,rolling,,,,,2022,73.25505496541318,79.25566387125289,76.95502037753388,46.422166372926014,123.11180469276216
86,43,53,2xxx,extrusion,,,,,2022,71.26961368707703,77.14622292848635,75.10742175616981,45.360706250200124,122.98882153812086
87,43,55,2xxx,drawing,,,,,2022,3.0592197125663976,6.508101507206975,5.288922704584001,1.3329173835626777,18.78080051864585
88,43,57,2xxx,other_milling_processes,,,,,2022,6.134205068595669,9.191863944014461,8.067233996233696,2.6953422034419527,22.13372464826574
89,44,51,3xxx,rolling,,,,,2022,1334.7871293387354,1340.6663815621866,1328.4987523499333,1004.2117230658346,1759.6924003838649
90,44,53,3xxx,extrusion,,,,,2022,356.1607921079779,369.57204708749185,360.72494325828217,233.00464399301777,557.408569108518
91,44,55,3xxx,drawing,,,,,2022,37.833018925652595,54.88496637872123,47.550520298636485,15.982939999541925,137.53762876312345
92,44,57,3xxx,other_milling_processes,,,,,2022,18.047411098740493,30.9446167668321,25.194013781683438,7.05176848304109,90.36827239171774
93,45,51,4xxx,rolling,,,,,2022,22.89431564359703,32.89652812753961,30.033012949349853,10.73586118350409,70.73931201542955
94,45,57,4xxx,other_milling_processes,,,,,2022,58.605469142647536,57.571910857085996,55.38764754634917,28.102756349631814,98.31311247174088
95,46,51,5xxx,rolling,,,,,2022,1997.9051177873105,1980.319112813196,1969.4246770625605,1568.649487738722,2465.0586730671807
96,46,53,5xxx,extrusion,,,,,2022,175.83037962393945,199.70758158457707,190.81102370192593,98.73467231632597,351.6032821838442
97,46,55,5xxx,drawing,,,,,2022,50.92736457711511,70.39350963909845,61.555590932945314,20.57871670524808,169.65869834464866
98,46,57,5xxx,other_milling_processes,,,,,2022,23.48461721528988,36.6668456639549,29.829918092408345,8.367731925782596,103.88804166465461
99,47,51,6xxx,rolling,,,,,2022,874.016686663925,883.567934904779,872.156771761576,664.4109061656321,1159.2301864387268
100,47,53,6xxx,extrusion,,,,,2022,2057.4731517103696,2044.7646760062842,2037.9823449782884,1722.3926109673403,2412.374372514438
101,47,55,6xxx,drawing,,,,,2022,51.147894268556605,65.70271038962697,58.96849912417177,23.036357984265898,148.96689523655834
102,47,57,6xxx,other_milling_processes,,,,,2022,5.621510524599293,21.487122462338135,15.226515112548466,2.927668305923343,78.66533657723438
103,48,51,7xxx,rolling,,,,,2022,160.8801328418257,158.73365430998894,155.99906301633612,107.81843053123939,225.93408775048164
104,48,53,7xxx,extrusion,,,,,2022,154.16129187106986,152.44803818808427,149.29284837473935,103.94363136543717,216.6668744718852
105,48,55,7xxx,drawing,,,,,2022,2.9653607682077703,6.623257708498955,5.195477098261418,1.3056696883429326,20.63431910445681
106,48,57,7xxx,other_milling_processes,,,,,2022,173.97541197538072,163.0183735023855,160.91300478069786,115.3615816512338,223.77510836705045
107,49,51,8xxx,rolling,,,,,2022,7.540236250778115,11.138417470628001,9.921864775075797,3.4331434342897675,26.733866466151074
108,49,53,8xxx,extrusion,,,,,2022,36.44244661898602,40.08356776343063,38.36431081213355,20.694748769941405,69.92997273311688
109,49,55,8xxx,drawing,,,,,2022,31.686939539200743,34.75359609165722,33.03293227174379,17.374397451982926,60.77001120926934
110,49,57,8xxx,other_milling_processes,,,,,2022,3.2189022777748235,6.40176759013922,5.207719151685154,1.3517476892005702,18.622123185141547
111,34,69,die_cast,building_construction,,,,,2022,18.670519174252764,30.683415386396153,26.321098115593095,8.60784685657569,80.97820501161101
112,34,70,die_cast,transportation_auto,,,,,2022,976.394789591701,930.4860951124939,929.6652510025106,798.2677611055077,1063.3499762723557
113,34,71,die_cast,transportation_other,,,,,2022,149.50271564311703,152.5769410432401,148.68221032284572,95.39181586725125,231.5328724350875
114,34,72,die_cast,machine_industry,,,,,2022,35.930357007944764,46.54024984746387,42.68693512498014,17.181384143671007,98.92510763676677
115,34,73,die_cast,electrical_equipment,,,,,2022,49.49266584020641,59.518642068094735,55.08506587364546,24.611150350861212,118.6889152875348
116,34,74,die_cast,consumer_durables,,,,,2022,91.41477107211935,98.34383770051508,94.77215436531732,52.7814218398873,163.1740222107946
117,34,76,die_cast,other_end_uses,,,,,2022,72.59256867750808,71.63648673087026,67.87295058162984,37.535280058612976,124.65342153505645
118,36,70,sand_cast,transportation_auto,,,,,2022,205.8100709979449,197.90893074295644,196.839974836819,159.14800880274709,240.99347212979927
119,36,71,sand_cast,transportation_other,,,,,2022,41.53979838086286,43.394899150629136,41.905456066037985,24.69216944893602,69.65201473962264
120,36,72,sand_cast,machine_industry,,,,,2022,5.983272393702337,10.360245237975175,8.772660054367368,2.7234542072457075,27.042297863898224
121,36,73,sand_cast,electrical_equipment,,,,,2022,8.147808577494141,12.221781953229252,10.658404400370127,3.7095292064750813,29.86910633448188
122,36,74,sand_cast,consumer_durables,,,,,2022,15.82701520184607,19.417215101876312,17.856781942399138,7.880034539917577,40.3331392616852
123,36,76,sand_cast,other_end_uses,,,,,2022,15.08090574838823,17.82231748999608,16.561487475869615,7.22423482397093,35.89611623502505
124,38,70,permanent_semi_permanent_mold_cast,transportation_auto,,,,,2022,383.9101133857834,359.24717141140303,358.74229329751995,289.326898473044,433.4127207279457
125,38,71,permanent_semi_permanent_mold_cast,transportation_other,,,,,2022,69.44980702044431,73.72326212531307,71.01308165785476,38.91765301754783,125.09955119395333
126,38,72,permanent_semi_permanent_mold_cast,machine_industry,,,,,2022,18.20004651885247,26.96908106002356,23.450530418515875,7.756940966048914,64.45265719543278
127,38,73,permanent_semi_permanent_mold_cast,electrical_equipment,,,,,2022,25.21058406544745,33.86053505228618,30.34175955529146,11.316467994778513,76.96888428701966
128,38,74,permanent_semi_permanent_mold_cast,consumer_durables,,,,,2022,46.708441537582786,52.65503448932247,49.200764160159736,23.40229329785105,98.9948056329451
129,38,76,permanent_semi_permanent_mold_cast,other_end_uses,,,,,2022,34.111981422622975,37.51243586333033,34.63006465724399,15.41616675950424,74.86495199729042
130,40,76,other_cast,other_end_uses,,,,,2022,25.324314762638494,25.99360953557978,25.78594149158258,18.05092193324214,35.39866418996421
131,50,51,import_mill_semifinished_products,rolling,1460.0,,,,2022,1393.6342886295126,1365.3552152514924,1366.1513835371811,1251.911795309816,1470.7186544291326
132,50,53,import_mill_semifinished_products,extrusion,44.39,,,,2022,43.906518221211286,43.50288000426214,43.42729789031516,39.27796752079996,48.19356970182722
133,50,55,import_mill_semifinished_products,drawing,,,,,2022,261.96286216537845,241.26533655906675,238.6179472584085,171.3632613188836,325.7025154028307
134,50,57,import_mill_semifinished_products,other_milling_processes,,,,,2022,0.4494049141461319,12.860102551552755,8.170033678968569,1.2157060538965374,52.852275265628265
135,50,59,import_mill_semifinished_products,sheet_plate,,,,,2022,0.45655407481449456,15.816459725811951,9.960926223080833,1.473337686368442,63.010581554848166
136,50,61,import_mill_semifinished_products,foil,148.0,,,,2022,150.6928687857637,148.92016841855929,148.82365642777333,134.91187523388496,163.50343786912387
137,50,63,import_mill_semifinished_products,extruded_products,,,,,2022,0.4550621915003657,16.13029313384413,10.016443486440208,1.4355781113920123,71.26743426016682
138,50,65,import_mill_semifinished_products,wire,7.16,,,,2022,7.6950427996862265,7.617869140717258,7.610467505998624,6.952149855572681,8.340774308688738
139,50,66,import_mill_semifinished_products,forging_impacts,,,,,2022,0.43738129955787675,10.481749224108965,6.811626088616236,1.0724650977121266,41.816356086858974
140,50,67,import_mill_semifinished_products,powerder_paste,18.6,,,,2022,18.55625491328287,18.358406376153816,18.325082153917233,16.580533577441223,20.245651854049953
141,51,52,rolling,scrap_rolling,,,,,2022,1697.958351332057,1712.1442798350513,1706.7344150919498,1347.1453613559936,2124.089858794902
142,51,59,rolling,sheet_plate,4002.691813,,,,2022,4412.917692809695,4368.737999257951,4368.349234263678,4056.6295783613227,4688.5820162166765
143,51,61,rolling,foil,,,,,2022,474.8988980924522,479.8769651027555,477.5644664111254,392.3965008140914,579.8854375051793
144,51,99,rolling,export_milling_semifinished_products,826.6,,,,2022,315.86263618901364,338.8252911248811,325.57601887846425,188.1540314548481,560.4501054567003
145,52,20,scrap_rolling,forming_scrap_generated,,,,,2022,1699.5146887401347,1720.3575175797455,1709.7687048996247,1359.0749904749957,2144.644011710151
146,53,54,extrusion,scrap_extrusion,,,,,2022,765.8158289299718,829.9963124184872,821.8908740082186,565.8150078725712,1145.7779976972643
147,53,63,extrusion,extruded_products,2873.886133,,,,2022,2347.4768666936266,2308.443352775955,2308.1396702834577,2096.2058839613796,2514.352805865085
148,53,99,extrusion,export_milling_semifinished_products,51.1,,,,2022,66.23970434995819,80.5120009554733,76.03367470013109,35.95399432338949,151.91026993578123
149,54,20,scrap_extrusion,forming_scrap_generated,,,,,2022,766.1200326892035,834.844743531171,823.4484650650007,572.9533198030108,1161.1286060755347
150,55,56,drawing,scrap_drawing,,,,,2022,178.2605358005713,182.71090981666413,182.10035263102952,148.8474802360829,220.95966690974527
151,55,65,drawing,wire,,,,,2022,355.81821825825426,361.33410877022766,360.73567949564926,308.39263554888646,414.9960672699172
152,55,99,drawing,export_milling_semifinished_products,8.36,,,,2022,19.650212447305204,20.927960408675457,20.462919956470287,13.683723689847392,30.330159933831236
153,56,20,scrap_drawing,forming_scrap_generated,,,,,2022,178.34088349250652,183.27967445860696,182.60340094091947,150.15310950412874,222.5386051157251
154,57,58,other_milling_processes,scrap_other_milling_processes,,,,,2022,161.0805469317363,176.04799632711675,174.3184491034267,136.09007018294506,223.5760141091818
155,57,66,other_milling_processes,forging_impacts,149.1596564,,,,2022,144.22434776133696,144.18783195624812,143.85156574341045,123.58192604301783,167.32543311677435
156,57,67,other_milling_processes,powerder_paste,,,,,2022,37.708277456029265,39.49601606702288,39.12341568220128,30.029915221435388,50.87601403158858
157,57,99,other_milling_processes,export_milling_semifinished_products,65.8,,,,2022,0.4447185036481733,3.5371296303164312,2.4363856455490787,0.4066638900388607,13.642904766963838
158,58,20,scrap_other_milling_processes,forming_scrap_generated,,,,,2022,161.1071885307756,177.1654044711666,175.40373051880675,137.43271351054503,225.88153656912746
159,59,60,sheet_plate,scrap_sheet_plate,,,,,2022,829.2055438533447,823.8022638206188,822.81056770856,745.1179459905455,907.7251432021675
160,59,69,sheet_plate,building_construction,,,,,2022,230.90527888530863,245.32726733686098,237.31897774650355,140.16447527823559,395.03845445895007
161,59,70,sheet_plate,transportation_auto,,,,,2022,754.8583560418276,744.3278209506682,736.0546697258347,555.0754796198815,968.0972215488175
162,59,71,sheet_plate,transportation_other,,,,,2022,535.2715245222822,525.8781046685862,518.7749436981179,383.1388221739322,707.0755936768771
163,59,72,sheet_plate,machine_industry,,,,,2022,272.2950179617394,268.85355778488656,262.87661746357435,172.12836188191474,401.8575641568969
164,59,73,sheet_plate,electrical_equipment,,,,,2022,169.9719685251986,184.58355000883597,176.02339624639978,95.06401288687827,325.7437702255864
165,59,74,sheet_plate,consumer_durables,,,,,2022,263.1043342335417,273.3678288963214,266.4083812081343,163.36496297006954,425.07899431896425
166,59,75,sheet_plate,container_packages,,,,,2022,1337.1252648643865,1296.6887746243708,1294.7772117473776,1077.3407769118319,1538.4104596992986
167,59,76,sheet_plate,other_end_uses,,,,,2022,30.82291612559484,45.49712600221929,38.512094791908424,11.819944220013516,122.5639629756954
168,60,22,scrap_sheet_plate,fabrication_scrap_generated,,,,,2022,829.5499683050706,834.8057179789353,833.4857277301717,757.6609138824389,918.6458366286759
169,61,62,foil,scrap_foil,,,,,2022,30.9959010019667,31.241854702296354,31.10888195161715,25.12097451801161,38.38761850338109
170,61,69,foil,building_construction,,,,,2022,16.085533421059164,19.739400573667634,18.183774234838467,8.506729187696168,40.58128395630786
171,61,70,foil,transportation_auto,,,,,2022,34.92176879718693,37.738278976378375,36.20832116265153,20.5503076866576,62.69149413251544
172,61,71,foil,transportation_other,,,,,2022,10.74427733709545,14.527023723450826,13.119954705773814,5.287536099060129,32.03128883024552
173,61,72,foil,machine_industry,,,,,2022,2.934147251290802,7.28165415520675,5.741332080558243,1.3531337097939051,22.80329249924885
174,61,73,foil,electrical_equipment,,,,,2022,4.997263719534786,9.280570676910171,7.6425539150953075,2.0538396297784725,26.879958666582073
175,61,74,foil,consumer_durables,,,,,2022,131.3350564655129,129.26233829153844,127.52920545589501,93.67218767111848,174.485035760049
176,61,75,foil,container_packages,,,,,2022,392.9985262239478,377.59435305979224,376.1874304051416,310.18008361608975,452.4550257255566
177,61,76,foil,other_end_uses,,,,,2022,0.9736328487854482,5.324220026876343,3.6351768210091953,0.6490430129355135,19.453876564286553
178,62,22,scrap_foil,fabrication_scrap_generated,,,,,2022,30.99665589183584,31.81528633061786,31.68392467612853,25.723264930064683,38.940404473172414
179,63,64,extruded_products,scrap_extruded_products,,,,,2022,103.68342254722018,104.95062979782548,104.26795926781455,84.63444071193864,128.87146942515048
180,63,69,extruded_products,building_construction,,,,,2022,802.2595875238246,777.5844369799918,775.9572864319239,635.6775234435901,931.6124580340077
181,63,70,extruded_products,transportation_auto,,,,,2022,266.9116171851046,273.3044286903048,268.91735578424266,183.80988329984413,386.48755658707483
182,63,71,extruded_products,transportation_other,,,,,2022,422.4495218523463,415.4266109119229,413.1836727705154,306.4738004154968,538.8485855652216
183,63,72,extruded_products,machine_industry,,,,,2022,229.73935480460108,227.0961140442432,222.61515627664198,151.5551459493856,325.179146971988
184,63,73,extruded_products,electrical_equipment,,,,,2022,253.34941898332823,252.16013974055713,247.69312320756225,170.78238264632395,358.47636397773294
185,63,74,extruded_products,consumer_durables,,,,,2022,234.66619606528175,238.2266744842726,234.0770773293052,156.6544364787676,342.9300814274027
186,63,76,extruded_products,other_end_uses,,,,,2022,37.718767867231804,45.033288991715004,40.300186355542124,16.390036649107415,97.69348019594199
187,64,22,scrap_extruded_products,fabrication_scrap_generated,,,,,2022,103.68954356868987,106.28813263720967,105.55491358578269,85.90901427897589,130.6736773353187
188,65,69,wire,building_construction,,,,,2022,11.769921201620916,14.291212043935902,13.30769018866662,6.3592345874782525,27.44080944079031
189,65,71,wire,transportation_other,,,,,2022,8.469320474328619,10.941818062849586,10.040062438720536,4.420539877499905,22.804289379823786
190,65,72,wire,machine_industry,,,,,2022,5.972710317740292,8.643900799969737,7.696298934714247,2.9495355822750122,19.81429070344002
191,65,73,wire,electrical_equipment,,,,,2022,328.18051112890333,321.9716437247823,321.6798846295604,273.4260567863121,375.64804751221743
192,65,74,wire,consumer_durables,,,,,2022,6.9212067638856425,9.438562849743576,8.50295787991086,3.4957040322607287,20.526810891140016
193,65,76,wire,other_end_uses,,,,,2022,3.452115255951788,5.998927178683984,5.100258441731175,1.5469050086548295,15.92040955724508
194,66,70,forging_impacts,transportation_auto,,,,,2022,33.02789356762538,34.0026981341781,33.71245092337636,25.037038563002643,44.523582726634515
195,66,71,forging_impacts,transportation_other,,,,,2022,91.97897444411986,92.74665896610905,92.45428915089101,77.40325313558587,109.9539426933019
196,66,72,forging_impacts,machine_industry,,,,,2022,4.557820541107609,5.590402057541107,5.230872236318376,2.4862352792840063,10.8729892206935
197,66,73,forging_impacts,electrical_equipment,,,,,2022,0.45840995660414835,1.5944207110616986,1.1890308570622932,0.251650826195362,5.752078941667349
198,66,74,forging_impacts,consumer_durables,,,,,2022,10.011022851980432,10.979331870875232,10.640439649441067,6.35296150231021,17.589296568034808
