node_id,target_node_id,share_mean,kappa
46,55,0.049377408912180176,20.0
46,57,0.012871118932469696,20.0
47,51,0.21189657821802108,20.0
47,53,0.7375692465533021,20.0
47,55,0.048108534817700374,20.0
47,57,0.0024256404109764896,20.0
48,51,0.36302142051860203,20.0
48,53,0.3134160090191657,20.0
48,55,0.0033821871476888386,20.0
48,57,0.3201803833145434,20.0
49,51,0.07446808510638298,20.0
49,53,0.3723404255319149,20.0
49,55,0.5212765957446809,20.0
49,57,0.031914893617021274,20.0
50,51,0.5909127423469436,20.0
50,53,0.0,20.0
50,55,0.12330036771798919,20.0
50,57,0.0,20.0
50,59,0.0,20.0
50,61,0.11012464743738493,20.0
50,63,0.0,20.0
50,65,0.16760434146567854,20.0
50,66,0.0,20.0
50,67,0.008057901032003776,20.0
51,52,0.20371785077667431,20.0
51,59,0.5744843391902216,20.0
51,61,0.08034122740005092,20.0
51,99,0.14145658263305322,20.0
52,20,1.0,20.0
53,54,0.21635883905013192,20.0
53,63,0.7165054236294341,20.0
53,99,0.06713573732043389,20.0
54,20,1.0,20.0
55,56,0.19344262295081968,20.0
55,65,0.739344262295082,20.0
55,99,0.06721311475409836,20.0
56,20,1.0,20.0
57,58,0.4504310344827586,20.0
57,66,0.43103448275862066,20.0
57,67,0.11853448275862069,20.0
57,99,0.0,20.0
58,20,1.0,20.0
59,60,0.14784240150093808,20.0
59,69,0.10450281425891182,20.0
59,70,0.16660412757973733,20.0
59,71,0.11876172607879924,20.0
59,72,0.05384615384615385,20.0
59,73,0.028705440900562852,20.0
59,74,0.05347091932457786,20.0
59,75,0.3200750469043152,20.0
59,76,0.006191369606003753,20.0
60,22,1.0,20.0
61,62,0.046130952380952384,20.0
61,69,0.025297619047619048,20.0
61,70,0.05357142857142857,20.0
61,71,0.028273809523809524,20.0
61,72,0.004464285714285714,20.0
61,73,0.00744047619047619,20.0
61,74,0.20386904761904762,20.0
61,75,0.6294642857142857,20.0
61,76,0.001488095238095238,20.0
62,22,1.0,20.0
63,64,0.04266777133388567,20.0
63,69,0.37903893951946976,20.0
63,70,0.11764705882352941,20.0
63,71,0.14333057166528584,20.0
63,72,0.09817729908864954,20.0
63,73,0.10066280033140017,20.0
63,74,0.10231980115990058,20.0
63,76,0.01615575807787904,20.0
64,22,1.0,20.0
65,69,0.03362776198464999,20.0
65,71,0.026704399223104407,20.0
65,72,0.018791984638480877,20.0
65,73,0.888168537123991,20.0
65,74,0.021804878019849136,20.0
65,76,0.010902439009924568,20.0
66,70,0.22688030809688084,20.0
66,71,0.6391633056102842,20.0
66,72,0.031152647975077878,20.0
66,73,0.0031152647975077876,20.0
66,74,0.06853582554517133,20.0
66,75,0.0,20.0
66,76,0.031152647975077878,20.0
67,76,1.0,20.0
68,69,0.0741009807482746,20.0
68,70,0.2382855067199419,20.0
68,71,0.08172902288412641,20.0
68,72,0.08754086451144207,20.0
68,73,0.1874318924809299,20.0
68,74,0.3309117326552851,20.0
68,75,0.0,20.0
68,76,0.0,20.0
69,100,0.03180076283207325,20.0
69,101,0.9681992371679268,20.0
70,100,0.22662001052319342,20.0
70,102,0.7733799894768065,20.0
71,100,0.13366612689701993,20.0
71,103,0.86633387310298,20.0
72,100,0.08133742897559437,20.0
72,104,0.9186625710244056,20.0
73,100,0.18870904298158148,20.0
73,105,0.8112909570184185,20.0
74,100,0.18045552360366407,20.0
74,106,0.819544476396336,20.0
75,100,0.0,20.0
75,107,1.0,20.0
76,100,0.0,20.0
76,108,1.0,20.0
77,18,1.0,20.0
78,18,1.0,20.0
79,18,1.0,20.0
80,18,1.0,20.0
81,18,1.0,20.0
82,18,1.0,20.0
83,18,1.0,20.0
84,18,1.0,20.0
