flow_idx,flow_label,total_precision,share_observations,share_prior,share_allocation,share_aggregate_observations,n_observations,sources,obs_min,obs_max,obs_spread_pct,determined_by,posterior_mean,posterior_sd,prior_mean,prior_sd,contraction,shift_in_prior_sd
157,other_milling_processes -> export_milling_semifinished_products,8.93605802893603,5.045311041376187e-05,0.9979538852929405,0.0019262418666084558,6.941973003734344e-05,1,observation_2022,65.8,65.8,0.0,prior-informed,13.423847911477496,0.19971680541577608,0.42380377515626527,0.3408320239203519,0.6566410008813803,38.14208532047791
158,scrap_other_milling_processes -> forming_scrap_generated,0.18385454353904385,0.0,1.0,0.0,0.0,0,,,,,prior-informed,164.86666809950694,35.29688692750989,170.89400954549635,81.81342951997487,0.8138668997297402,-0.07367178568792086
159,sheet_plate -> scrap_sheet_plate,0.010568304539278834,0.0,0.9895247471624279,0.010475252837572153,0.0,0,,,,,prior-informed,778.6149759414318,58.40480289938883,823.6298657311346,73.14338567254993,0.3624019106503168,-0.6154334992261167
160,sheet_plate -> building_construction,0.0049020597355241705,0.0,0.9789621632308826,0.021037836769117423,0.0,0,,,,,prior-informed,126.97151311567026,67.56089609078934,250.4856608274545,149.35185941416358,0.7953698914743231,-0.8270010711367878
161,sheet_plate -> transportation_auto,0.0010895093956062134,0.0,0.8975984484783908,0.1024015515216092,0.0,0,,,,,prior-informed,698.7214642049261,67.25956205539312,810.0470403033147,103.55759812283371,0.5781635219825851,-1.075011183306328
162,sheet_plate -> transportation_other,0.0032321466349372143,0.0,0.9609418130170911,0.039058186982908964,0.0,0,,,,,prior-informed,495.9698793698046,53.44854360881134,569.7549385446669,70.21537746393074,0.4205615880332205,-1.0508390304212958
163,sheet_plate -> machine_industry,0.011159588947295294,0.0,0.9870985324841782,0.01290146751582182,0.0,0,,,,,prior-informed,233.7142121211935,30.030495613520532,279.7520383686596,34.65247614009185,0.24897143914078634,-1.3285580534373924
164,sheet_plate -> electrical_equipment,0.007177793963715684,0.0,0.978839530960317,0.021160469039683123,0.0,0,,,,,prior-informed,159.74829613505327,17.62969908620303,150.47134427753318,18.129991000466198,0.054427959521410885,0.5116909245725241
165,sheet_plate -> consumer_durables,0.0034920446841492916,0.0,0.9586889275903958,0.041311072409604216,0.0,0,,,,,prior-informed,226.98152978736783,30.354303364249176,275.11468988889703,34.00881269109502,0.20336827080958153,-1.415314334514611
166,sheet_plate -> container_packages,0.002209773255746013,0.0,0.9769450631889255,0.023054936811074515,0.0,0,,,,,prior-informed,1178.487010982751,99.5710397115203,1423.1793164241535,186.91478453619945,0.7162219663119794,-1.309111561445336
167,sheet_plate -> other_end_uses,0.1489452729495573,0.0,0.9989319144406233,0.0010680855593766304,0.0,0,,,,,prior-informed,29.21203941504264,3.8853640399437697,32.86623292417417,3.9565304040172764,0.03565059277338678,-0.9235853477635945
168,scrap_sheet_plate -> fabrication_scrap_generated,0.017601257171040944,0.0,1.0,0.0,0.0,0,,,,,prior-informed,778.6149759414318,58.404802899388805,824.3434747462197,72.58661177986446,0.35258303460102325,-0.6299853056025
169,foil -> scrap_foil,6.947304872200443,0.0,0.9990819212909203,0.000918078709079683,0.0,0,,,,,prior-informed,26.921292377601976,3.4254464054191778,31.04531963506498,3.6552354971928405,0.12177938251247633,-1.1282521360470998
170,foil -> building_construction,0.04002900144412208,0.0,0.8343445637524178,0.16565543624758214,0.0,0,,,,,prior-informed,21.09531242047914,7.071928061840991,16.600558898474816,8.746514032900581,0.3462590738753776,0.513890848982465
171,foil -> transportation_auto,0.07970748842314704,0.0,0.921040202506089,0.07895979749391101,0.0,0,,,,,prior-informed,34.90925426333948,4.111914549744075,35.895336879014955,4.253840052867331,0.06561501784105017,-0.23180998895593224
172,foil -> transportation_other,0.6285385988739283,0.0,0.9892974249013873,0.010702575098612799,0.0,0,,,,,prior-informed,11.698273333468576,1.2824047101303966,11.02793255822469,1.3052390117222503,0.03468263791308246,0.5135770301252168
173,foil -> machine_industry,8.303729344163722,0.0,0.9991730233719681,0.0008269766280319521,0.0,0,,,,,prior-informed,3.0848118517197607,0.34614286189687316,2.9959875577671045,0.3525090515372307,0.03579314652239873,0.2519773423272648
174,foil -> electrical_equipment,2.8879859746461145,0.0,0.9976343445432191,0.0023656554567809446,0.0,0,,,,,prior-informed,5.063542280949147,0.5907737029094907,5.0049621933148405,0.5992820181918348,0.028193460040891405,0.09775045113326623
175,foil -> consumer_durables,0.026446254918741086,0.0,0.8412637652042422,0.15873623479575785,0.0,0,,,,,prior-informed,135.9497871912158,12.286175405763762,134.7130940566387,16.07901849545472,0.416132430867867,0.07691347173502376
176,foil -> container_packages,0.018887034596396478,0.0,0.966719574336443,0.03328042566355697,0.0,0,,,,,prior-informed,397.88073697451466,33.0343907536382,405.7957599550131,50.096670937706044,0.5651746354676936,-0.1579949891349187
177,foil -> other_end_uses,72.5026405552161,0.0,0.9999048061882728,9.519381172722012e-05,0.0,0,,,,,prior-informed,0.8735033368125178,0.11716424684866501,0.999868455029267,0.11941252623793999,0.03730118342349875,-1.0582233053587324
178,scrap_foil -> fabrication_scrap_generated,6.985805075151131,0.0,1.0,0.0,0.0,0,,,,,prior-informed,26.921292377601976,3.425446405419175,31.046340388918996,3.639923693875427,0.11437514766840351,-1.1332787053360125
179,extruded_products -> scrap_extruded_products,0.6478304891060868,0.0,0.9991544124933662,0.0008455875066338432,0.0,0,,,,,prior-informed,110.43600545364401,11.507886089765613,103.47017776942421,12.222399323734798,0.11350116034385149,0.5699230977254027
180,extruded_products -> building_construction,0.005811880495104624,0.0,0.9707086477381961,0.029291352261803915,0.0,0,,,,,prior-informed,688.7608820462902,62.31814458951542,831.9490025534737,106.28669726725782,0.6562274426663195,-1.3471875990947115
181,extruded_products -> transportation_auto,0.0031138367691263347,0.0,0.8479333650698353,0.15206663493016467,0.0,0,,,,,prior-informed,252.2468501216083,27.240081270019573,275.82671642345906,33.634209003131474,0.34407473296704616,-0.7010679602917191
182,extruded_products -> transportation_other,0.004484382434374142,0.0,0.9096928115458469,0.09030718845415314,0.0,0,,,,,prior-informed,377.9229133970109,36.79825600032994,435.02309117201366,53.819815242246435,0.5325124302173463,-1.06095083229088
183,extruded_products -> machine_industry,0.012890259418403669,0.0,0.9618031156448349,0.0381968843551651,0.0,0,,,,,prior-informed,183.87097162908853,23.13103157874493,232.02013996296495,28.07377748983862,0.3211273753878804,-1.7150940357529065
184,extruded_products -> electrical_equipment,0.006316834058833303,0.0,0.9224097716091851,0.07759022839081492,0.0,0,,,,,prior-informed,235.70630743660644,24.079131855098865,237.2328591833451,28.652214842018388,0.29373895632071256,-0.053278664674117696
185,extruded_products -> consumer_durables,0.005115220798399696,0.0,0.9043511560209626,0.0956488439790374,0.0,0,,,,,prior-informed,254.16951389875288,24.09747719342382,239.21655409568436,28.872250703293165,0.3034025576298581,0.5179007330163904
186,extruded_products -> other_end_uses,0.1304283430293933,0.0,0.9955862251308677,0.004413774869132244,0.0,0,,,,,prior-informed,38.4513901370961,4.624746494401228,38.83830995385778,4.646514247075457,0.009347550999034948,-0.08327098469679987
187,scrap_extruded_products -> fabrication_scrap_generated,0.663185758816786,0.0,1.0,0.0,0.0,0,,,,,prior-informed,110.43600545364403,11.507886089765597,103.46626476919435,12.131294764020035,0.10013616471511,0.5745257056255109
188,wire -> building_construction,0.07349446225788216,0.0,0.6918941258907098,0.30810587410929025,0.0,0,,,,,prior-informed,7.834461777779837,4.368266076348306,17.153449796476202,7.813641187172041,0.6874559468626806,-1.192656252759048
189,wire -> transportation_other,0.5421921193650422,0.0,0.9577959978065752,0.042204002193424725,0.0,0,,,,,prior-informed,10.353772331360487,1.4052672581551149,12.296388367349822,1.4539484222597887,0.06584303947564463,-1.3360969386864758
190,wire -> machine_industry,1.0809262381135356,0.0,0.9786628576086199,0.02133714239138007,0.0,0,,,,,prior-informed,8.923235813534422,0.9863818154171904,8.6478089914818,1.0074987170565732,0.041480150796061155,0.27337684643141535
191,wire -> electrical_equipment,0.03387087903358195,0.0,0.9951458177410345,0.004854182258965472,0.0,0,,,,,prior-informed,293.94932306530484,24.241184354634335,471.7620476893576,39.810502394630404,0.6292233704723691,-4.466477786726849
192,wire -> consumer_durables,0.7704061656265144,0.0,0.9701521189519711,0.029847881048028997,0.0,0,,,,,prior-informed,9.93127458948524,1.1628158815746747,10.033506914689516,1.2025745680029094,0.06502956308710617,-0.08501121504178474
193,wire -> other_end_uses,3.0387224288882564,0.0,0.9923506292904388,0.007649370709561153,0.0,0,,,,,prior-informed,5.680826493163842,0.5906158420402587,5.012423535715408,0.5951642891248254,0.015226272075634872,1.1230562210499961
194,forging_impacts -> transportation_auto,0.5020150974936322,0.0,0.7951067315582634,0.20489326844173653,0.0,0,,,,,prior-informed,29.95589692349686,2.8376311736734228,32.94066544687825,3.895674562993291,0.4694252795657906,-0.766175016705709
195,forging_impacts -> transportation_other,0.3610040603724036,0.0,0.9511976900248554,0.048802309975144606,0.0,0,,,,,prior-informed,84.1085259793485,7.335407824694747,92.08508932934357,11.041843508123154,0.558668066478466,-0.7223941676158475
196,forging_impacts -> machine_industry,4.139635079636757,0.0,0.9571060829560267,0.04289391704397323,0.0,0,,,,,prior-informed,4.502746760569684,0.5176110335529475,4.531889655040552,0.5356930685723796,0.06636957361614859,-0.05440222429708487
197,forging_impacts -> electrical_equipment,344.54870409024875,0.0,0.9994603571346725,0.0005396428653275359,0.0,0,,,,,prior-informed,0.4381068325753042,0.05387746823548728,0.45353090040499533,0.0547155703536653,0.030400243514278502,-0.28189540436103494
198,forging_impacts -> consumer_durables,1.254387771167236,0.0,0.8673239235991276,0.1326760764008725,0.0,0,,,,,prior-informed,10.73795630323833,1.0655949905896314,9.961312841056348,1.1677814363554442,0.1673524548635248,0.6650589211332438
199,forging_impacts -> container_packages,202.7734955477028,0.0,0.9990792402971134,0.0009207597028865845,0.0,0,,,,,prior-informed,0.08732717280894135,0.05455411738506437,0.07736630688462219,0.0715408850816329,0.4185043769942943,0.13923319389958838
200,forging_impacts -> other_end_uses,4.270998959038058,0.0,0.9584259911766578,0.041574008823342196,0.0,0,,,,,prior-informed,4.644805868850183,0.5220326739769227,4.532276015195697,0.5302495552018426,0.030752372010670492,0.21222055266345474
201,powerder_paste -> other_end_uses,2.3770434951243975,0.0,1.0,0.0,0.0,0,,,,,prior-informed,54.798631920815076,5.645974392427146,54.85190362610853,6.5034068339761095,0.2463044310431589,-0.008191353647928659
202,import_finished_consumption -> building_construction,0.011190074925443012,0.0,0.9682334522869862,0.03176654771301374,0.0,0,,,,,prior-informed,193.8220759789688,12.179670267305438,203.92226766551076,12.544404840251513,0.05730557350635024,-0.8051551121925888
203,import_finished_consumption -> transportation_auto,0.0014434820213107364,0.0,0.829187934645281,0.17081206535471902,0.0,0,,,,,prior-informed,652.9864276750611,35.036031406826886,655.6168376781013,40.413699511955585,0.24842452863637876,-0.06508708766595453
204,import_finished_consumption -> transportation_other,0.008369747805375461,0.0,0.9581479959800119,0.04185200401998811,0.0,0,,,,,prior-informed,224.4062382782004,13.454002905070022,225.39651610403683,13.877921960939997,0.06015950794695779,-0.07135634777480539
205,import_finished_consumption -> machine_industry,0.014735038211470246,0.0,0.9764842469238875,0.023515753076112547,0.0,0,,,,,prior-informed,246.08092708329502,14.168364890318848,241.0898159886956,14.890535124790025,0.09464510211394983,0.33518681852407994
206,import_finished_consumption -> electrical_equipment,0.00477730465815857,0.0,0.9413385182830173,0.05866148171698266,0.0,0,,,,,prior-informed,511.83885327124585,28.176305294223198,515.8982787578145,31.63009566887065,0.20646318943763942,-0.12834060096011124
207,import_finished_consumption -> consumer_durables,0.0027166848925867858,0.0,0.931496206001756,0.06850379399824405,0.0,0,,,,,prior-informed,922.4866714667811,43.848492618617676,906.5203137876418,54.92404266220614,0.36264067417976475,0.2906988798573252
208,import_finished_consumption -> container_packages,9.734677391049354,0.0,0.9999584403785143,4.155962148566089e-05,0.0,0,,,,,prior-informed,0.5426832846776312,0.29166622511231166,0.4053922058280962,0.3252395416226721,0.19579716268157,0.4221229625542079
209,import_finished_consumption -> other_end_uses,9.83099808458847,0.0,0.999958847637888,4.1152362111970436e-05,0.0,0,,,,,prior-informed,0.3224404430001262,0.2230674826309841,0.4083155265330308,0.3247277946198899,0.5281177882814267,-0.26445251978946155
210,building_construction -> export_finished_consumption,0.010549840592457522,0.0,0.5478143616022798,0.45218563839772025,0.0,0,,,,,prior-informed,43.07760070418829,13.0152141127366,54.118663231526185,27.89638071008101,0.7823258228474763,-0.3957883512590558
211,building_construction -> consumption_building_construction,0.004442776442619407,0.00028666104879660213,0.997764134819056,0.0019492041321472755,0.0,1,observation_2022,1405.574107,1405.574107,0.0,prior-informed,1014.9294407701349,88.64265014822855,1285.2059071389674,182.08239139968757,0.762999334161863,-1.4843635581188677
212,transportation_auto -> export_finished_consumption,0.0005935332407806168,0.0,0.9812941775190208,0.018705822480979187,0.0,0,,,,,prior-informed,854.8438264572783,200.2968909919732,801.064173552653,414.46725243017596,0.7664563990188155,0.129756096746595
213,transportation_auto -> consumption_transportation_auto,0.0005784482644212582,0.0014413953340403711,0.9967448286139786,0.001813776051981066,0.0,1,observation_2022,1737.166733,1737.166733,0.0,prior-informed,2256.7750610882686,219.0900938899797,2612.985365326405,460.5018978408125,0.7736488870581979,-0.773526245838127
214,transportation_other -> export_finished_consumption,0.0028495362783029156,0.0,0.9428244412878556,0.057175558712144435,0.0,0,,,,,prior-informed,224.70599595707608,58.66817945123863,227.0520484449708,116.33866075826681,0.7456937093306477,-0.020165716818499803
215,transportation_other -> consumption_transportation_other,0.002624265056023388,0.0011365786342534265,0.9971739141025249,0.0016895072632217116,0.0,1,observation_2022,918.4631329,918.4631329,0.0,prior-informed,1254.8424282984988,93.97192971965349,1382.913127195246,172.62838900151377,0.7036725695426712,-0.7418866597638478
216,machine_industry -> export_finished_consumption,0.010649133484124622,0.0,0.9513680347790439,0.048631965220956246,0.0,0,,,,,prior-informed,114.78079740557646,32.95485721262335,129.4628791246552,68.4515430835482,0.7682219082219199,-0.2144886887525469
217,machine_industry -> consumption_machine_industry,0.009925154258610052,0.0004673880815349318,0.997736980982309,0.0017956309361560636,0.0,1,observation_2022,736.4747668,736.4747668,0.0,prior-informed,639.8876710195427,51.05465261921661,699.98441920336,86.21166791226489,0.6492977465827539,-0.6970836968955982
218,electrical_equipment -> export_finished_consumption,0.0036048255957634103,0.0,0.9689399404938492,0.031060059506150824,0.0,0,,,,,prior-informed,301.15011997217096,66.12783893315533,269.5799176909236,137.83994947358622,0.7698460410261396,0.22903521367944965
219,electrical_equipment -> consumption_electrical_equipment,0.0034598386870076337,0.0007936526361639975,0.9975415054122897,0.0016648419515463526,0.0,1,observation_2022,957.242923,957.242923,0.0,prior-informed,991.1623985068903,78.22755642740137,1190.1366360221118,152.5892498421393,0.7371719861706096,-1.3039859473787938
220,consumer_durables -> export_finished_consumption,0.00252458782859025,0.0,0.9195462746398961,0.08045372536010387,0.0,0,,,,,prior-informed,225.35889310665806,52.471494089170974,227.909997267813,103.30384509641138,0.7420034564618048,-0.02469515204176616
221,consumer_durables -> consumption_consumer_durables,0.0022467944562297878,0.0005212772539036618,0.9973974320795053,0.0020812906665910393,0.0,1,observation_2022,1465.714087,1465.714087,0.0,prior-informed,1483.8151088326977,78.27672839479646,1502.1425367201384,129.35109465827534,0.6337942872068749,-0.1416874587405608
222,container_packages -> export_finished_consumption,9.282875928187869,0.0,0.9998279779951348,0.00017202200486519256,0.0,0,,,,,prior-informed,0.26356272729928015,0.2017327382535226,0.42684090978504496,0.33332333556832267,0.6337131488809487,-0.48984923965006044
223,container_packages -> consumption_container_packages,0.0018064427881294383,0.00048204810116537556,0.9995179031007391,4.879809550721988e-08,0.0,1,observation_2022,1699.839931,1699.839931,0.0,prior-informed,1576.734195687453,102.58722090507766,1828.8364444676615,193.24561826498638,0.7181829794054456,-1.3045690300440114
224,other_end_uses -> export_finished_consumption,9.316010398461472,0.0,0.9897198804744595,0.01028011952554048,0.0,0,,,,,prior-informed,0.48253646687813245,0.2784693623948525,0.42097423926221644,0.3351890723829264,0.3097997096550994,0.1836641844504589
225,other_end_uses -> consumption_other_end_uses,0.08464749510550022,0.0004115917015507724,0.9995858669757078,2.5413227413280986e-06,0.0,1,observation_2022,268.7354505,268.7354505,0.0,prior-informed,249.38967536618668,26.702023802665437,286.2238889233606,43.7480698776772,0.6274620133302162,-0.8419620262143013
226,eol_scrap_building_construction -> eol_scrap_generated,0.0003500903113751072,0.06437755030014787,0.9356224496998522,0.0,0.0,1,observation_2022,294.296832,294.296832,0.0,prior-informed,244.85427008835396,89.73832285166098,219.85524159221595,115.30531633815642,0.39430047372614285,0.216807249570551
227,eol_scrap_transportation_auto -> eol_scrap_generated,0.00025929573107133595,0.0038343628662929393,0.9961656371337071,0.0,0.0,1,observation_2022,1401.194965,1401.194965,0.0,prior-informed,822.2757205132066,320.4413528880636,1050.6385598999702,563.0122028739028,0.6760622977413429,-0.40560904048097485
228,eol_scrap_transportation_other -> eol_scrap_generated,0.0002786946650090775,0.02189861976844322,0.9781013802315568,0.0,0.0,1,observation_2022,565.5488941,565.5488941,0.0,prior-informed,582.6354857029711,179.1588271823155,417.36525017382445,226.4759822988997,0.3742049586900925,0.729747295282841
229,eol_scrap_machine_industry -> eol_scrap_generated,0.0003551351176949324,0.06866660348347482,0.9313333965165251,0.0,0.0,1,observation_2022,282.9262632,282.9262632,0.0,prior-informed,217.77960951335297,84.71777122463102,217.50923343515532,115.67730466874846,0.4636445204912675,0.002337330377569628
230,eol_scrap_electrical_equipment -> eol_scrap_generated,0.0003192580529683524,0.04259693772817859,0.9574030622718215,0.0,0.0,1,observation_2022,378.8634735,378.8634735,0.0,prior-informed,287.1769608653822,111.3962856559874,275.3680183272106,149.02916617053856,0.4412740054428078,0.07923913715425529
231,eol_scrap_consumer_durables -> eol_scrap_generated,0.0002635880449786033,0.008309440461822653,0.9916905595381772,0.0,0.0,1,observation_2022,944.0480768,944.0480768,0.0,prior-informed,793.3852693123413,273.45091611158546,668.0083528396466,371.8940797245616,0.4593449849352813,0.33713071357724606
232,eol_scrap_container_packages -> eol_scrap_generated,0.00032328179619716166,0.1134465792446912,0.8865534207553089,0.0,0.0,1,observation_2022,1699.847102,1699.847102,0.0,prior-informed,1633.1079530006014,120.87520856192998,1592.9768268400815,188.61929311844239,0.5893212353049002,0.21276257320782022
233,eol_scrap_other_end_uses -> eol_scrap_generated,0.00034620622072899926,0.08171022071815254,0.9182897792818475,0.0,0.0,1,observation_2022,262.6861837,262.6861837,0.0,prior-informed,172.47463012428744,77.98034670304979,238.23894623489798,127.838160235011,0.6279088851591077,-0.5144341563560744
