flow_idx,flow_label,total_precision,share_observations,share_prior,share_mass_balance,share_aggregate_observations,n_observations,sources,obs_min,obs_max,obs_spread_pct,determined_by,posterior_mean,posterior_sd,prior_mean,prior_sd,contraction,shift_in_prior_sd
162,sheet_plate -> transportation_other,0.007649199281798788,0.0,0.4060431337831835,0.5939568662168164,0.0,0,,,,,structure-determined,508.00304870211977,68.35141262576188,569.7549385446669,70.21537746393074,0.05238807039837645,-0.8794639019674672
163,sheet_plate -> machine_industry,0.028460719651662532,0.0,0.3870462169553173,0.6129537830446827,0.0,0,,,,,structure-determined,232.26616385900215,34.42837535823454,279.7520383686596,34.65247614009185,0.01289236247755754,-1.3703457818622597
164,sheet_plate -> electrical_equipment,0.012643774576991201,0.0,0.5556812511952571,0.44431874880474287,0.0,0,,,,,prior-informed,159.96791748131858,18.247671062154865,150.47134427753318,18.129991000466198,-0.01302394323046907,0.5238046286697663
165,sheet_plate -> consumer_durables,0.007129983841066251,0.0,0.4695360673979008,0.5304639326020992,0.0,0,,,,,structure-determined,224.41933418852244,34.10007471612664,275.11468988889703,34.00881269109502,-0.0053741643877280865,-1.4906535009276827
166,sheet_plate -> container_packages,0.005918103044507558,0.0,0.36478362352469323,0.6352163764753067,0.0,0,,,,,structure-determined,1141.3497690506617,165.71063743660022,1423.1793164241535,186.91478453619945,0.21401643149629046,-1.50779697856865
167,sheet_plate -> other_end_uses,0.3414642059104774,0.0,0.4357299654810384,0.5642700345189616,0.0,0,,,,,structure-determined,29.17083490850465,3.9810177814251535,32.86623292417417,3.9565304040172764,-0.012416512631053589,-0.9339996507842798
168,scrap_sheet_plate -> fabrication_scrap_generated,0.043193227705842205,0.0,0.40750039082307904,0.5924996091769209,0.0,0,,,,,structure-determined,828.4051578129465,72.87626790200213,824.3434747462197,72.58661177986446,-0.007996903282792678,0.05595636670636709
169,foil -> scrap_foil,20.73848796444823,0.0,0.334688175502985,0.6653118244970151,0.0,0,,,,,structure-determined,26.826145445531893,3.5923118289612708,31.04531963506498,3.6552354971928405,0.034132992649796745,-1.1542824512328531
170,foil -> building_construction,0.06612490987629474,0.0,0.5050741061095019,0.494925893890498,0.0,0,,,,,prior-informed,23.683524852930585,8.64945073127768,16.600558898474816,8.746514032900581,0.02207158819583399,0.809804446412906
171,foil -> transportation_auto,0.09671869787222184,0.0,0.7590445580181032,0.24095544198189678,0.0,0,,,,,prior-informed,35.541048755145646,4.24440403441562,35.895336879014955,4.253840052867331,0.0044315501662692824,-0.08328665851704965
172,foil -> transportation_other,0.6481464796390296,0.0,0.9593689649651527,0.040631035034847364,0.0,0,,,,,prior-informed,11.73543193985041,1.2940311151988566,11.02793255822469,1.3052390117222503,0.017099973474487107,0.5420458439195601
173,foil -> machine_industry,8.336099027736697,0.0,0.995293161281368,0.004706838718632036,0.0,0,,,,,prior-informed,3.0498534353381332,0.3509831278748122,2.9959875577671045,0.3525090515372307,0.0086387625198463,0.1528070764030854
174,foil -> electrical_equipment,2.9085634288537454,0.0,0.9905762983486108,0.009423701651389178,0.0,0,,,,,prior-informed,5.119687657893979,0.6017867176598432,5.0049621933148405,0.5992820181918348,-0.008376469135066289,0.19143818952767938
175,foil -> consumer_durables,0.04782204314365402,0.0,0.4652305615981127,0.5347694384018873,0.0,0,,,,,structure-determined,140.70037392315842,15.75227877986286,134.7130940566387,16.07901849545472,0.040228810896575595,0.37236600406997616
176,foil -> container_packages,0.04380930990448691,0.0,0.41677136858154573,0.5832286314184544,0.0,0,,,,,structure-determined,409.74814444004255,50.28541644395788,405.7957599550131,50.096670937706044,-0.007549446457213227,0.0788951523334578
177,foil -> other_end_uses,72.71020833964491,0.0,0.9970503510849301,0.0029496489150698476,0.0,0,,,,,prior-informed,0.8906735247213866,0.12115699095453719,0.999868455029267,0.11941252623793999,-0.02943086415333873,-0.9144344713912164
178,scrap_foil -> fabrication_scrap_generated,20.771844161745,0.0,0.3363112596433165,0.6636887403566836,0.0,0,,,,,structure-determined,26.752609181983143,3.5923056894515666,31.046340388918996,3.639923693875427,0.02599314470122649,-1.1796212140821878
179,extruded_products -> scrap_extruded_products,1.465794016748367,0.0,0.44159185011136615,0.5584081498886339,0.0,0,,,,,structure-determined,110.53606108097487,11.996899816592054,103.47017776942421,12.222399323734798,0.03655899352665082,0.5781093486145028
180,extruded_products -> building_construction,0.018075355406653035,0.0,0.31211793789362924,0.6878820621063707,0.0,0,,,,,structure-determined,606.5733733438894,103.26357219756324,831.9490025534737,106.28669726725782,0.05607722499258172,-2.1204500187156765
181,extruded_products -> transportation_auto,0.005652005305118465,0.0,0.4671485512464741,0.532851448753526,0.0,0,,,,,structure-determined,266.9518378784814,32.999453965569835,275.82671642345906,33.634209003131474,0.03738844533509833,-0.2638646428150392
182,extruded_products -> transportation_other,0.010121055408179253,0.0,0.4030617658189954,0.5969382341810047,0.0,0,,,,,structure-determined,378.48354050221116,52.1994513544641,435.02309117201366,53.819815242246435,0.05930795457344851,-1.0505340907491854
183,extruded_products -> machine_industry,0.03134134795767302,0.0,0.39557621091582823,0.6044237890841717,0.0,0,,,,,structure-determined,178.77247432124884,27.894341356333754,232.02013996296495,28.07377748983862,0.012742331685563157,-1.8967046975060355
184,extruded_products -> electrical_equipment,0.012942926070640997,0.0,0.4501848677571085,0.5498151322428915,0.0,0,,,,,structure-determined,249.7694312823208,28.370254527863416,237.2328591833451,28.652214842018388,0.019584730894177116,0.4375428625011856
185,extruded_products -> consumer_durables,0.00990650561897816,0.0,0.4669614110421709,0.5330385889578291,0.0,0,,,,,structure-determined,276.9937248496256,28.09845266056089,239.21655409568436,28.872250703293165,0.05288322449793392,1.308424865874152
186,extruded_products -> other_end_uses,0.324029031451724,0.0,0.4007439120653419,0.599256087934658,0.0,0,,,,,structure-determined,38.58053971928532,4.637416984426247,38.83830995385778,4.646514247075457,0.003911903222569513,-0.0554760452385794
187,scrap_extruded_products -> fabrication_scrap_generated,1.4904681228630248,0.0,0.44495132008786564,0.5550486799121344,0.0,0,,,,,structure-determined,111.0831137474419,11.951048398582998,103.46626476919435,12.131294764020035,0.029495172894620225,0.6278677689736966
188,wire -> building_construction,0.11315178762735942,0.0,0.4493997645816231,0.5506002354183769,0.0,0,,,,,structure-determined,13.762238969898126,6.951399276342184,17.153449796476202,7.813641187172041,0.2085243817589374,-0.4340115888794022
189,wire -> transportation_other,0.5752187750687092,0.0,0.9028033584405715,0.09719664155942853,0.0,0,,,,,prior-informed,10.824136720924027,1.467349644341078,12.296388367349822,1.4539484222597887,-0.018519202241631394,-1.0125886337409125
190,wire -> machine_industry,1.1266735054991106,0.0,0.9389253904463659,0.061074609553634134,0.0,0,,,,,prior-informed,9.107115267720658,1.0259008146579838,8.6478089914818,1.0074987170565732,-0.03686388014769881,0.455887703341927
191,wire -> electrical_equipment,0.09069036837782127,0.0,0.3716653070925736,0.6283346929074264,0.0,0,,,,,structure-determined,383.7399615368329,38.50438834058031,471.7620476893576,39.810502394630404,0.06454017406896295,-2.2110267607272656
192,wire -> consumer_durables,0.8025594119680693,0.0,0.9312845415436517,0.06871545845634829,0.0,0,,,,,prior-informed,10.1802739616623,1.1973548904042077,10.033506914689516,1.2025745680029094,0.008661998919923364,0.1220440302645985
193,wire -> other_end_uses,3.2595221724664487,0.0,0.9251288854600578,0.07487111453994218,0.0,0,,,,,prior-informed,5.779065303271372,0.583630673250425,5.012423535715408,0.5951642891248254,0.0383822141828819,1.2881178887316838
194,forging_impacts -> transportation_auto,0.991080249145811,0.0,0.40274799513469034,0.5972520048653096,0.0,0,,,,,structure-determined,29.39396513153114,3.8480686915824696,32.94066544687825,3.895674562993291,0.024291040907926553,-0.9104200717993131
195,forging_impacts -> transportation_other,0.9383408598287817,0.0,0.3659504163321644,0.6340495836678356,0.0,0,,,,,structure-determined,79.01063653921935,10.736437046982166,92.08508932934357,11.041843508123154,0.05455299936507696,-1.1840824207031861
196,forging_impacts -> machine_industry,4.569926358795629,0.0,0.866987694082377,0.13301230591762306,0.0,0,,,,,prior-informed,4.503980997312219,0.5366952794981369,4.531889655040552,0.5356930685723796,-0.003745235795257873,-0.05209822446034193
197,forging_impacts -> electrical_equipment,344.9588000435073,0.0,0.9982721727838121,0.0017278272161878972,0.0,0,,,,,prior-informed,0.43734460917343204,0.05381187952360162,0.45353090040499533,0.0547155703536653,0.0327595262353767,-0.29582605329597916
198,forging_impacts -> consumer_durables,1.6821540597497258,0.0,0.6467662798765296,0.35323372012347043,0.0,0,,,,,prior-informed,11.02332296587316,1.1400356470280826,9.961312841056348,1.1677814363554442,0.046954296041905264,0.9094254213624628
199,forging_impacts -> container_packages,203.18096049723903,0.0,0.9970756580164012,0.0029243419835988343,0.0,0,,,,,prior-informed,0.08851791865061744,0.05577205245752871,0.07736630688462219,0.0715408850816329,0.39225046286318455,0.15587746437957145
200,forging_impacts -> other_end_uses,4.876525766965092,0.0,0.8394165449428306,0.16058345505716945,0.0,0,,,,,prior-informed,4.658971216031904,0.5340625505661407,4.532276015195697,0.5302495552018426,-0.014433599600973679,0.238935044062375
201,powerder_paste -> other_end_uses,5.901667031828488,0.0,0.4027749248313537,0.5972250751686464,0.0,0,,,,,structure-determined,53.71180890816679,6.452435168514161,54.85190362610853,6.5034068339761095,0.015613944132672919,-0.17530730385580104
202,import_finished_consumption -> building_construction,0.021205909923517445,0.0,0.510923837528712,0.48907616247128816,0.0,0,,,,,prior-informed,193.91733027890487,12.278320737619747,203.92226766551076,12.544404840251513,0.041972831848516634,-0.7975617427861401
203,import_finished_consumption -> transportation_auto,0.002146189387814927,0.0,0.5576944340251575,0.4423055659748425,0.0,0,,,,,prior-informed,650.1443585455045,40.25165769457477,655.6168376781013,40.413699511955585,0.008003076175019053,-0.13541148666624597
204,import_finished_consumption -> transportation_other,0.011998694326656924,0.0,0.6683608122895637,0.3316391877104364,0.0,0,,,,,prior-informed,224.7154579846187,13.694169106722951,225.39651610403683,13.877921960939997,0.02630600606406508,-0.04907493509006656
205,import_finished_consumption -> machine_industry,0.031269581275576115,0.0,0.4601447190647465,0.5398552809352536,0.0,0,,,,,structure-determined,247.55700571865634,14.704050347996917,241.0898159886956,14.890535124790025,0.02489058108396003,0.4343154678970576
206,import_finished_consumption -> electrical_equipment,0.009550869794108685,0.0,0.47085354373394256,0.5291464562660575,0.0,0,,,,,structure-determined,509.48016329827965,31.14480284159214,515.8982787578145,31.63009566887065,0.030450111039790673,-0.2029116676321464
207,import_finished_consumption -> consumer_durables,0.005748723743661496,0.0,0.4401988655546513,0.5598011344453486,0.0,0,,,,,structure-determined,930.1210226632953,55.09656639610492,906.5203137876418,54.92404266220614,-0.0062921331183025675,0.429697227875278
208,import_finished_consumption -> container_packages,9.73746804031883,0.0,0.9996718634901903,0.0003281365098096018,0.0,0,,,,,prior-informed,0.5517842108008838,0.29141718093933605,0.4053922058280962,0.3252395416226721,0.19716994092036932,0.45010518783298753
209,import_finished_consumption -> other_end_uses,10.02270747785706,0.0,0.9808321291940205,0.019167870805979436,0.0,0,,,,,prior-informed,0.3418214387602459,0.22855832469031945,0.4083155265330308,0.3247277946198899,0.5046009584554894,-0.20476869819726884
210,building_construction -> export_finished_consumption,0.016150659236268655,0.0,0.35784014166954586,0.6421598583304541,0.0,0,,,,,structure-determined,46.15341579379897,25.0021729374488,54.118663231526185,27.89638071008101,0.19673325636413697,-0.28552977966954635
211,building_construction -> consumption_building_construction,0.014805421611524965,8.60205800298677e-05,0.29940673827309205,0.7005072411468781,0.0,1,observation_2022,1405.574107,1405.574107,0.0,structure-determined,925.9912952214887,131.837534692072,1285.2059071389674,182.08239139968757,0.475745400516407,-1.9728135661892183
212,transportation_auto -> export_finished_consumption,0.0015317022252086965,0.0,0.38025061513680136,0.6197493848631985,0.0,0,,,,,structure-determined,1162.698777692402,386.11017034674194,801.064173552653,414.46725243017596,0.13215525421781593,0.8725287752394203
213,transportation_auto -> consumption_transportation_auto,0.001526670600678623,0.0005461378695246575,0.37766189767873326,0.621791964451742,0.0,1,observation_2022,1737.166733,1737.166733,0.0,structure-determined,1922.0815634707544,411.44246219147584,2612.985365326405,460.5018978408125,0.20171977365767468,-1.5003278055859044
214,transportation_other -> export_finished_consumption,0.006665849689598746,0.0,0.4030412587479367,0.5969587412520632,0.0,0,,,,,structure-determined,266.8822471196972,109.49653925949771,227.0520484449708,116.33866075826681,0.114165345766582,0.3423642529071843
215,transportation_other -> consumption_transportation_other,0.006599068581228941,0.00045198554259282914,0.3965481833301373,0.6029998311272698,0.0,1,observation_2022,918.4631329,918.4631329,0.0,structure-determined,1283.4947885728081,154.16057882132324,1382.913127195246,172.62838900151377,0.20251553954513268,-0.5759095546073021
216,machine_industry -> export_finished_consumption,0.02701229377914524,0.0,0.37506052902153575,0.6249394709784643,0.0,0,,,,,structure-determined,111.93490204728774,60.109628914278595,129.4628791246552,68.4515430835482,0.22888063750193277,-0.2560640167888365
217,machine_industry -> consumption_machine_industry,0.026788380928831058,0.00017316831577818072,0.3696637535533737,0.6301630781308482,0.0,1,observation_2022,736.4747668,736.4747668,0.0,structure-determined,642.2809721558978,79.14278550713595,699.98441920336,86.21166791226489,0.15726589772101884,-0.6693229402101966
218,electrical_equipment -> export_finished_consumption,0.008546668404060844,0.0,0.4086808254535901,0.5913191745464098,0.0,0,,,,,structure-determined,501.1086184027805,131.62662353438012,269.5799176909236,137.83994947358622,0.08812087993220397,1.6796922923729303
219,electrical_equipment -> consumption_electrical_equipment,0.00850788750822706,0.00032274875425780127,0.4056627087492475,0.5940145424964949,0.0,1,observation_2022,957.242923,957.242923,0.0,structure-determined,903.4332802785738,144.21556869355584,1190.1366360221118,152.5892498421393,0.1067430213463253,-1.8789223752010449
220,consumer_durables -> export_finished_consumption,0.005539617406096006,0.0,0.4190678096698066,0.5809321903301933,0.0,0,,,,,structure-determined,234.15995192062812,96.22288684235774,227.909997267813,103.30384509641138,0.13239151430272345,0.060500697210081236
221,consumer_durables -> consumption_consumer_durables,0.005460260297212905,0.00021449578966542218,0.4104102916481676,0.589375212562167,0.0,1,observation_2022,1465.714087,1465.714087,0.0,structure-determined,1528.662526287521,121.37961688864621,1502.1425367201384,129.35109465827534,0.11945550145186079,0.20502330991047274
222,container_packages -> export_finished_consumption,9.28447428803692,0.0,0.9996558535596086,0.00034414644039133324,0.0,0,,,,,prior-informed,0.2631765629723045,0.19966441359691645,0.42684090978504496,0.33332333556832267,0.6411855737558878,-0.49100776737905133
223,container_packages -> consumption_container_packages,0.005001661477111235,0.00017410061034050996,0.36099442473772075,0.6388314746519387,0.0,1,observation_2022,1699.839931,1699.839931,0.0,structure-determined,1553.6395532512802,169.5229469135066,1828.8364444676615,193.24561826498638,0.23044852297722518,-1.4240782983188782
224,other_end_uses -> export_finished_consumption,9.412354660125798,0.0,0.9795891709355626,0.020410829064437364,0.0,0,,,,,prior-informed,0.47323113438051345,0.27584787160937757,0.42097423926221644,0.3351890723829264,0.3227335356402036,0.15590274094197717
225,other_end_uses -> consumption_other_end_uses,0.276761242050584,0.00012588542486782065,0.30572358743385286,0.6941505271412793,0.0,1,observation_2022,268.7354505,268.7354505,0.0,structure-determined,238.8503640643353,33.71931091375919,286.2238889233606,43.7480698776772,0.4059273108012348,-1.0828711984662442
226,eol_scrap_building_construction -> eol_scrap_generated,0.0007482082358954666,0.030122572231741924,0.4377823432442472,0.5320950845240109,0.0,1,observation_2022,294.296832,294.296832,0.0,structure-determined,238.8869048094153,89.50728104983493,219.85524159221595,115.30531633815642,0.3974153472176828,0.16505451631896245
227,eol_scrap_transportation_auto -> eol_scrap_generated,0.0006574136555916953,0.001512341452222141,0.3929055853216912,0.6055820732260867,0.0,1,observation_2022,1401.194965,1401.194965,0.0,structure-determined,749.895291622621,327.66496273301163,1050.6385598999702,563.0122028739028,0.661292827474746,-0.534168294651877
228,eol_scrap_transportation_other -> eol_scrap_generated,0.0006768125895294369,0.0090173093629518,0.402757928451173,0.5882247621858752,0.0,1,observation_2022,565.5488941,565.5488941,0.0,structure-determined,550.9111120347579,181.40835312109394,417.36525017382445,226.4759822988997,0.35839128056184766,0.5896689816966181
229,eol_scrap_machine_industry -> eol_scrap_generated,0.0007532530422152918,0.03237414380444706,0.4390944036713016,0.5285314525242514,0.0,1,observation_2022,282.9262632,282.9262632,0.0,structure-determined,218.56993976598903,84.35071380907966,217.50923343515532,115.67730466874846,0.4682821958233985,0.009169528403787854
230,eol_scrap_electrical_equipment -> eol_scrap_generated,0.0007173759774887118,0.018957165877116985,0.42607871905168393,0.554964115071199,0.0,1,observation_2022,378.8634735,378.8634735,0.0,structure-determined,270.0595054900647,109.92206508700744,275.3680183272106,149.02916617053856,0.45596453152169725,-0.035620630334006226
231,eol_scrap_consumer_durables -> eol_scrap_generated,0.0006617059694989627,0.003310033862708516,0.39503614575267193,0.6016538203846195,0.0,1,observation_2022,944.0480768,944.0480768,0.0,structure-determined,748.9991275121326,281.91436290139137,668.0083528396466,371.8940797245616,0.42535997015805027,0.21777914489112274
232,eol_scrap_container_packages -> eol_scrap_generated,0.000721399720717521,0.050838963278457314,0.39729233884572157,0.5518686978758212,0.0,1,observation_2022,1699.847102,1699.847102,0.0,structure-determined,1616.9676899408203,122.92244177037098,1592.9768268400815,188.61929311844239,0.5752923033907145,0.12719198923979577
233,eol_scrap_other_end_uses -> eol_scrap_generated,0.0007443241452493586,0.03800573566008248,0.4271225595035999,0.5348717048363176,0.0,1,observation_2022,262.6861837,262.6861837,0.0,structure-determined,171.8147618618369,78.13290019411055,238.23894623489798,127.838160235011,0.6264516122776801,-0.5195959035310765
