var_idx,lower,upper
212,0.0,62247.5
213,0.0,62247.5
214,0.0,62247.5
215,0.0,62247.5
216,0.0,62247.5
217,0.0,62247.5
218,281.1148214,2530.0333926
219,0.0,62247.5
220,347.43334660000005,3126.9001194
221,0.0,62247.5
222,183.69262658000002,1653.23363922
223,0.0,62247.5
224,147.29495336,1325.65458024
225,0.0,62247.5
226,191.4485846,1723.0372614
227,0.0,62247.5
228,293.1428174,2638.2853566000003
229,0.0,62247.5
230,339.96798620000004,3059.7118758
231,0.0,62247.5
232,53.74709010000001,483.72381090000005
233,58.8593664,529.7342976
234,280.238993,2522.150937
235,113.10977882,1017.98800938
236,56.58525264,509.26727376
237,75.7726947,681.9542523
238,188.80961536,1699.28653824
239,339.9694204,3059.7247836
240,52.537236740000004,472.83513066000006
